"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Female_care_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI","Manip_type","Brood_max_size"
"51",51,"2006_B208_2","2006_B208",2,"2006-06-09",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,1,NA,NA,3,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,1,1,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"52",52,"2006_B208_3","2006_B208",3,"2006-06-10",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"53",53,"2006_B208_4","2006_B208",4,"2006-06-11",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,611,"2006-06-07",3,1,0,2,2,2,0,0,0,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"54",54,"2006_B208_5","2006_B208",5,"2006-06-12",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"55",55,"2006_B208_6","2006_B208",6,"2006-06-13",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"56",56,"2006_B208_7","2006_B208",7,"2006-06-14",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"57",57,"2006_B208_8","2006_B208",8,"2006-06-15",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"58",58,"2006_B208_9","2006_B208",9,"2006-06-16",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"59",59,"2006_B208_10","2006_B208",10,"2006-06-17",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,1,0,NA,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,1,1,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"60",60,"2006_B208_11","2006_B208",11,"2006-06-18",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"61",61,"2006_B208_12","2006_B208",12,"2006-06-19",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"62",62,"2006_B208_13","2006_B208",13,"2006-06-20",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"63",63,"2006_B208_14","2006_B208",14,"2006-06-21",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"64",64,"2006_B208_15","2006_B208",15,"2006-06-22",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"65",65,"2006_B208_16","2006_B208",16,"2006-06-23",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"66",66,"2006_B208_17","2006_B208",17,"2006-06-24",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,624,"2006-06-07",3,1,0,2,2,0,0,1,0,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,1,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"67",67,"2006_B208_18","2006_B208",18,"2006-06-25",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"68",68,"2006_B208_19","2006_B208",19,"2006-06-26",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,626,"2006-06-07",3,1,0,2,2,0,0,1,0,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,1,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"69",69,"2006_B208_20","2006_B208",20,"2006-06-27",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"70",70,"2006_B208_21","2006_B208",21,"2006-06-28",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,628,"2006-06-07",3,1,0,2,2,0,0,1,0,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,1,NA,2,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"71",71,"2006_B208_22","2006_B208",22,"2006-06-29",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"72",72,"2006_B208_23","2006_B208",23,"2006-06-30",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"73",73,"2006_B208_24","2006_B208",24,"2006-07-01",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"74",74,"2006_B208_25","2006_B208",25,"2006-07-02",2006,"CA091","CA126","CA089","2006-06-07","fledged","CA090","2006-06-07","unknown","XX.XX|SX.XX","2006-06-08","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.5,2.5,NA,NA,1,26,"U",1,0,0,NA,NA,1,25.1,40.8769324364327,24.4,39.4442149605836,158,158.116306954436,10.470659757475,-0.0111078916830835,26,27,1,0,"fledged",0,0,0,0,"Desertion",6.68705951299438,6.92205420289155,"U",2
"75",75,"2006_B5_0","2006_B5",0,"2006-06-05",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,605,"2006-06-05",4,1,1,3,2,2,2,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"76",76,"2006_B5_1","2006_B5",1,"2006-06-06",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"77",77,"2006_B5_2","2006_B5",2,"2006-06-07",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,607,"2006-06-05",4,1,1,3,2,2,2,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"78",78,"2006_B5_3","2006_B5",3,"2006-06-08",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"79",79,"2006_B5_4","2006_B5",4,"2006-06-09",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"80",80,"2006_B5_5","2006_B5",5,"2006-06-10",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,610,"2006-06-05",4,1,1,3,2,2,2,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"81",81,"2006_B5_6","2006_B5",6,"2006-06-11",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"82",82,"2006_B5_7","2006_B5",7,"2006-06-12",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"83",83,"2006_B5_8","2006_B5",8,"2006-06-13",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,613,"2006-06-05",4,1,1,3,2,2,2,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"84",84,"2006_B5_9","2006_B5",9,"2006-06-14",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"85",85,"2006_B5_10","2006_B5",10,"2006-06-15",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"86",86,"2006_B5_11","2006_B5",11,"2006-06-16",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,616,"2006-06-05",4,1,1,3,2,2,2,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"87",87,"2006_B5_12","2006_B5",12,"2006-06-17",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"88",88,"2006_B5_13","2006_B5",13,"2006-06-18",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,1,NA,NA,3,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,1,1,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"89",89,"2006_B5_14","2006_B5",14,"2006-06-19",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"90",90,"2006_B5_15","2006_B5",15,"2006-06-20",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,620,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"91",91,"2006_B5_16","2006_B5",16,"2006-06-21",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,621,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"92",92,"2006_B5_17","2006_B5",17,"2006-06-22",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"93",93,"2006_B5_18","2006_B5",18,"2006-06-23",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"94",94,"2006_B5_19","2006_B5",19,"2006-06-24",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,624,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"95",95,"2006_B5_20","2006_B5",20,"2006-06-25",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"96",96,"2006_B5_21","2006_B5",21,"2006-06-26",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,626,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"97",97,"2006_B5_22","2006_B5",22,"2006-06-27",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
"98",98,"2006_B5_23","2006_B5",23,"2006-06-28",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,628,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",1,1,0,NA,NA,2,25,36.8413171691211,23.4,45.7254871709351,156,158.116306954436,10.470659757475,-0.202117822893216,26,26,1,1,"fledged",1,0,0,0,"Full term care",6.1418818673686,6.39815947748955,"U",2
