"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Chick1_pres_lead","Chick2_pres_lead","Chick3_pres_lead","Chick4_pres_lead","Chick5_pres_lead","Female_care_lead","Chick1_change_lead","Chick2_change_lead","Chick3_change_lead","Chick4_change_lead","Chick5_change_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI"
"3110",3110,"2010_A18_11","2010_A18",11,"2010-05-20",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,520,"2010-05-09",3,1,0,3,2,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3111",3111,"2010_A18_12","2010_A18",12,"2010-05-21",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,521,"2010-05-09",3,1,0,3,2,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3112",3112,"2010_A18_13","2010_A18",13,"2010-05-22",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3113",3113,"2010_A18_14","2010_A18",14,"2010-05-23",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3114",3114,"2010_A18_15","2010_A18",15,"2010-05-24",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3115",3115,"2010_A18_16","2010_A18",16,"2010-05-25",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,525,"2010-05-09",3,1,0,2,2,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3116",3116,"2010_A18_17","2010_A18",17,"2010-05-26",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,526,"2010-05-09",3,1,0,3,2,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",1,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3117",3117,"2010_A18_18","2010_A18",18,"2010-05-27",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,1,1,1,NA,NA,3,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,1,0,0,NA,NA,1,1,0,"Desertion",5.38073070384944,5.44018629173728
"3118",3118,"2010_A18_19","2010_A18",19,"2010-05-28",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,528,"2010-05-09",3,1,0,2,0,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3119",3119,"2010_A18_20","2010_A18",20,"2010-05-29",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,529,"2010-05-09",3,1,0,2,0,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3120",3120,"2010_A18_21","2010_A18",21,"2010-05-30",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3121",3121,"2010_A18_22","2010_A18",22,"2010-05-31",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,531,"2010-05-09",3,1,0,2,0,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3122",3122,"2010_A18_23","2010_A18",23,"2010-06-01",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3123",3123,"2010_A18_24","2010_A18",24,"2010-06-02",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,602,"2010-05-09",3,1,0,2,0,2,2,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3124",3124,"2010_A18_25","2010_A18",25,"2010-06-03",2010,"CA231","CA2310","CA2419","2010-05-09","died","CA2420","2010-05-09","fledged","CA2421","2010-05-09","fledged",NA,NA,NA,NA,NA,NA,NA,"2010-05-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,26,26,NA,NA,2,26,"U",25.8,38.0903158049089,24.2,41.3397798479703,0,1,1,NA,NA,2,129,135.507798960139,14.1613925467546,-0.459545128676631,26,39,1,0,"fledged",0,1,1,NA,NA,0,0,0,0,NA,NA,0,0,0,"Desertion",5.38073070384944,5.44018629173728
"3125",3125,"2010_A2_0","2010_A2",0,"2010-05-01",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,501,"2010-05-01",4,1,1,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,1,"fledged",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3126",3126,"2010_A2_1","2010_A2",1,"2010-05-02",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,502,"2010-05-01",4,1,1,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,1,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1,"Desertion",5.5655781902789,5.5655781902789
"3127",3127,"2010_A2_2","2010_A2",2,"2010-05-03",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,503,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3128",3128,"2010_A2_3","2010_A2",3,"2010-05-04",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3129",3129,"2010_A2_4","2010_A2",4,"2010-05-05",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3130",3130,"2010_A2_5","2010_A2",5,"2010-05-06",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3131",3131,"2010_A2_6","2010_A2",6,"2010-05-07",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3132",3132,"2010_A2_7","2010_A2",7,"2010-05-08",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,508,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3133",3133,"2010_A2_8","2010_A2",8,"2010-05-09",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3134",3134,"2010_A2_9","2010_A2",9,"2010-05-10",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3135",3135,"2010_A2_10","2010_A2",10,"2010-05-11",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,511,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3136",3136,"2010_A2_11","2010_A2",11,"2010-05-12",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,512,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3137",3137,"2010_A2_12","2010_A2",12,"2010-05-13",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3138",3138,"2010_A2_13","2010_A2",13,"2010-05-14",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3139",3139,"2010_A2_14","2010_A2",14,"2010-05-15",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,515,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3140",3140,"2010_A2_15","2010_A2",15,"2010-05-16",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,516,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3141",3141,"2010_A2_16","2010_A2",16,"2010-05-17",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3142",3142,"2010_A2_17","2010_A2",17,"2010-05-18",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,518,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3143",3143,"2010_A2_18","2010_A2",18,"2010-05-19",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3144",3144,"2010_A2_19","2010_A2",19,"2010-05-20",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3145",3145,"2010_A2_20","2010_A2",20,"2010-05-21",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3146",3146,"2010_A2_21","2010_A2",21,"2010-05-22",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,522,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3147",3147,"2010_A2_22","2010_A2",22,"2010-05-23",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3148",3148,"2010_A2_23","2010_A2",23,"2010-05-24",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3149",3149,"2010_A2_24","2010_A2",24,"2010-05-25",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,525,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3150",3150,"2010_A2_25","2010_A2",25,"2010-05-26",2010,"CA1425","22","CA2263","2010-05-01","fledged","CA2264","2010-05-01","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,526,"2010-05-01",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,2,26,"U",25.5,37.0608818602257,NA,NA,1,1,NA,NA,NA,2,121,135.507798960139,14.1613925467546,-1.0244613241417,26,28,1,0,"fledged",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.5655781902789,5.5655781902789
"3151",3151,"2010_A20_0","2010_A20",0,"2010-05-15",2010,"CA2309","CA2405","CA2434","2010-05-15","fledged","CA2435","2010-05-15","fledged","CA2441","2010-05-16","died",NA,NA,NA,NA,NA,NA,515,"2010-05-15",4,1,1,2,2,2,0,NA,NA,26,26,9,NA,NA,11.5,26,"U",23.5,41.1797272687602,25.6,36.4563444040705,1,1,0,NA,NA,2,135,135.507798960139,14.1613925467546,-0.0358579820778301,26,29,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Desertion",5.67206378818666,5.91867525723825
"3152",3152,"2010_A20_1","2010_A20",1,"2010-05-16",2010,"CA2309","CA2405","CA2434","2010-05-15","fledged","CA2435","2010-05-15","fledged","CA2441","2010-05-16","died",NA,NA,NA,NA,NA,NA,516,"2010-05-15",4,1,1,3,2,2,2,NA,NA,26,26,9,NA,NA,11.5,26,"U",23.5,41.1797272687602,25.6,36.4563444040705,1,1,1,NA,NA,3,135,135.507798960139,14.1613925467546,-0.0358579820778301,26,29,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Desertion",5.67206378818666,5.91867525723825
"3153",3153,"2010_A20_2","2010_A20",2,"2010-05-17",2010,"CA2309","CA2405","CA2434","2010-05-15","fledged","CA2435","2010-05-15","fledged","CA2441","2010-05-16","died",NA,NA,NA,NA,NA,NA,NA,"2010-05-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,9,NA,NA,11.5,26,"U",23.5,41.1797272687602,25.6,36.4563444040705,1,1,1,NA,NA,3,135,135.507798960139,14.1613925467546,-0.0358579820778301,26,29,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Desertion",5.67206378818666,5.91867525723825
"3154",3154,"2010_A20_3","2010_A20",3,"2010-05-18",2010,"CA2309","CA2405","CA2434","2010-05-15","fledged","CA2435","2010-05-15","fledged","CA2441","2010-05-16","died",NA,NA,NA,NA,NA,NA,518,"2010-05-15",4,1,1,3,2,2,2,NA,NA,26,26,9,NA,NA,11.5,26,"U",23.5,41.1797272687602,25.6,36.4563444040705,1,1,1,NA,NA,3,135,135.507798960139,14.1613925467546,-0.0358579820778301,26,29,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Desertion",5.67206378818666,5.91867525723825
"3155",3155,"2010_A20_4","2010_A20",4,"2010-05-19",2010,"CA2309","CA2405","CA2434","2010-05-15","fledged","CA2435","2010-05-15","fledged","CA2441","2010-05-16","died",NA,NA,NA,NA,NA,NA,NA,"2010-05-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,9,NA,NA,11.5,26,"U",23.5,41.1797272687602,25.6,36.4563444040705,1,1,1,NA,NA,3,135,135.507798960139,14.1613925467546,-0.0358579820778301,26,29,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Desertion",5.67206378818666,5.91867525723825
